Id,Score
sanchezpompa,Null
georgesbriand,0.15
marjaima,0.26
analvaredo,0.44
daminasal,0.38
susansoer,0.45
sonnyvoice,0.29
ediflawers,0.13
avilesivh,0.39
abogadodesonora,Null
juafra1,0.38
sintesisuaemex,0.12
emanuelalba,0.3
silsiles12,0.34
lahoio,0.4
estradaomaredwi,0.2
sylviasoll,0.26
lizrb_26,0.43
tavopetof,Null
leobatallas,0.33
hpaloko,0.38
samoempalador,0.33
2ne1isfourever,0.53
aloh_h,0.33
tuiteocuiero,0.24
jaguevaraf,0.39
awenin,0.21
arnoldohersan,0.69
pacobionic,0.27
christuuh_,Null
uriel_rodriguez,Null
derkrank,Null
joshrococo,Null
solangealberca,Null
ibetoon,Null
fuckjohnobrien,Null
e__800,Null
xxmahrium,Null
gabyborger,Null
mirandacocoa,Null
moka_ki,Null
henrycp1982,Null
jaimetrejo,Null
teammesaa,Null
tanetita,Null
tzoricua,Null
union_de,Null
garciaromero_,Null
guerrareyr,Null
roberto91600188,Null
luisdolvera,Null
gfloresa7,Null
magda_bastida,Null
vyctorgomeztv,Null
cesia_fania,Null
alexruiiz,Null
arlemus,Null
ojosdegitana17,Null
antver1137,Null
espinoza_jose16,Null
alyssa00_mg,Null
elioangelis,Null
gioph83,Null
jantoniomarin,Null
carlosdav1d,0.36
luismbus,0.5
wilywolf,0.4
yairlara,0.25
glory_mx,0.39
junior_blanco,0.14
nilsonliscano,0.61
informabtl,0.5
___lyb,0.15
miguelangeltec,0.37
nao_cuak,0.35
01ajsm,0.18
gaybal63,0.42
ssp_cdmx,0.41
kmontenegro,0.28
fluffyclouds817,Null
nellpadawan,0.18
indoxa,0.49
aquisiclaudia,0.25
mar_498,0.56
sr_placercdmx,Null
dezlactozada,0.29
sandy_tala,0.25
caricaturaspara,0.22
senderistafuert,0.35
_frasesdecine,0.7
chivafuentes,0.45
alaninho11,0.15
alanxcore,0.18
saulalejandrogm,0.35
policialavoz,0.35
dfsalerosa,0.27
erivictoria92,0.35
adrianaetelesur,0.46
dragonenpelotas,0.27
n_rachel,0.15
edgarhoobs,0.17
s3xy_ricky69,0.14
gruasgin,0.3
mercadotlalpan,0.54
quintopodernews,0.37
gaboescobedo1,0.34
jstoscano1,0.33
ednafuher,0.13
amadorgab,0.21
tvmezquital,0.29
santinojoker,0.47
rickdjmx,0.35
sebastiagl,0.36
soychivigon,0.19
karina_rosarioo,0.25
gpulidog,0.28
danae_pedroza,0.26
ricardodicapri1,0.38
b_alondraa,0.18
jaguar_01,0.33
lizmulu,0.27
xfili360,0.32
yugyuhmm,Null
mariahe43411825,0.54
marvind08,0.32
xuyuanze,0.27
tonni_zaa,Null
esmegii,0.27
coronasec,0.34
psipuedes,0.51
lupitasagi,0.55
vicrodc,0.17
facunda08,0.37
ricardoo_lopez,0.14
gabosan75,0.2
huicho_c,0.14
polnegrete,0.28
atirdnas,0.51
innerelpendejo,Null
gandaramigue,0.17
eloyloera,0.37
payaso_oficial,0.43
sadarrab,0.2
anelita76,0.16
chelsyfdez,0.34
yenirojas,0.3
softsmolsam,0.4
josevaldez3,0.37
danielmaresq,0.18
hauterr,0.35
camilacamila77,0.26
club_america__,0.3
damiandianna,Null
danynupa,0.4
splderboy,0.23
hanamilila,0.28
xo_micahh,0.19
ramirezvanny,Null
lucero_mendiaz,0.08
leothebardo,0.17
argof2,Null
profhugo38,0.4
jroberto_jimene,Null
oscarhumb,0.35
sergiosaldanaz,0.46
kcedano,0.25
crearfuturos,0.36
luuuisss,0.23
pelongomis,0.35
supertommytommy,0.35
vergara_caren,Null
erikac__,0.18
yoselineperez22,0.33
carlosa44160454,0.61
gdl_sexy,0.51
princessskimmy_,0.43
javiralcla,0.27
365daysofjackie,0.22
cuevasnelly,0.33
superdanni23,0.45
alvaro_r,0.31
gabycdmx,0.42
jesuscarnalla,0.3
nacion321,0.4
cafp_13,0.33
mitchfanmexico,0.19
diariobasta,0.4
danielaalbada,0.32
4wheelshop4x4,0.41
marcopacks1,0.04
moonroseb,0.38
erickpua13,0.33
luluciernaga,0.44
magomcfly,Null
josso12,0.2
p_millennial,0.68
marta_jalu1,0.18
gilbertolozanog,0.3
xeduardoaux,0.14
humbertozamorar,0.52
carant_d,0.42
solis201710,0.41
bosston_1,0.24
deyaaaniraa,0.29
blancamndez8,0.28
aaron_segoviano,0.34
reydelretweett,0.44
ismael8011,0.4
walmart,0.66
harleenperrie,0.5714594686359393
agustinlotr,0.14
luisdiazmontiel,0.19
pueblodexoco,0.41
rafaelhelders,0.18
luisarellano21,0.46
alfredoaguirre,0.35
aaliciatorres,0.15
salvadordelrio9,0.39
jensonarlyne,Null
iusfierro,0.09
deniseanzures1,0.27
isracore10,0.32
hugoohb,0.41
miikepadglez,0.34
oftherose15,0.17
taxivampy,0.36
francely3,0.19
fco_garca,0.38
ferrandocherie,Null
hunterxgreed,Null
mau_alvrado,0.21
primera_hora,0.6
lavetteartero,Null
richocalderon,0.18
ahlgator,Null
msila1,0.43
emxvly,0.21
jacklyn52675748,Null
schlaterjan,Null
palabritadepape,0.3
saboteamos,0.45
herrerabogado,0.1
jenellgreenber1,Null
petrus74,0.14
ibth0930,0.46
bonnytahc,0.19
juan_mart97,0.38
brandongringo1,0.56
valeriabenick,Null
joseroberto_rdz,0.38
elanordevine,Null
montseb16,Null
cristinodistar,0.36
_surtidorico,0.31
carlojarquinm56,0.44
karliutzzz,0.35
genarojurezram1,0.61
rizzardinidaria,Null
tususpirodeluna,0.28
juces19,0.34
o2autocomparte,0.45
mando_7,0.23
weyheyvictoria,0.08
eriiqaelizaldee,0.3
villasenordelvi,0.5
seanbarrios5,0.43
castlegdm,0.23
mapily12,Null
silkfennec,Null
bermudezphoto,Null
urbanitas,Null
ras_danilinho,Null
gratto_leonida,Null
danielitolpz,Null
hestergoncalve1,Null
cesarcnc,Null
lrendon80,Null
mrafa_jp,Null
enanin_v,Null
nicozarurmina,Null
martin_arista,Null
emsalo999,Null
rtsoloalapop,Null
realhomie4life,Null
rafaelvargasher,Null
fergrito,Null
licanimalista,Null
gabylolis,Null
rocochioo,0.37
rebekacevedo,0.21
tonyrztorres,Null
bellafamalett,0.1
kismetmatn,0.36
kmunro77,0.4
stephrrri,0.3
adrian_xaneqito,0.4
juliocsrmtzb,0.16
cristiandize,0.17
cassialcaraz,0.14
pp_cortes,0.31
jishwala,0.34
fcocastillo13,0.42
anxelkorvin,0.35
elvigilantemx,0.39
enjoythesouls,0.28
alvamo78,0.27
saavedra2814,0.21
cicigonzzalezz,Null
thrash_crystal,0.25
little_raider,0.38
wurpelmarva,Null
pftpyuc,0.41
mobinja,0.42
fantasmason,0.27
helenagreen1871,Null
kitoaji,0.28
ichbinirving,0.19
alfredovarelag,0.4
karencervantez,0.23
jorgebarro,0.2
cris24677594,Null
noticias_poder,0.45
e_municipios,0.56
laraautos,0.37
turner1752,Null
antonyllamas,0.24
sportanosdxt,0.5
myriamcastaned1,0.04
pamellllaaaa_,0.18
rayitogr,0.31
_pantojapena,0.24
san_sequito,0.24
clauslna,0.18
luis_sordo_1984,0.39
_el_chafa,0.28
lllllleooo,Null
_oye_beto,Null
lorecowl,Null
omm72,0.27
liane_taft,Null
twisted_collett,Null
eddisdead,0.27
christian_lara3,0.31
parksunyounqs,Null
rusbelrusdt,0.43
misshollander,0.42
numaelane,Null
omarrojasmx,0.48
nattycs501,0.33
chetofer,0.14
janet_cas,0.37
elliothelion,Null
alexbojalil,0.4
eduard0o17,0.3
totozur,0.15
alberto_santos,0.38
crystaalina,Null
xrh43,0.24
franmx,0.25
rafitamore05,0.33
omarcito78_ca,0.39
luzdeluna5,0.29
rmplz592,Null
jose_zubi87,0.3
beckiichompiras,Null
sowui,0.42
rojoazui_,Null
estopidup,0.29
vampipe,0.26
foley3113,0.29
janmacavi,0.11
t1434,0.3
darioyerry,0.41
reganjerlene,Null
tita_rodrigu,0.37
kodadiana,0.31
omarvazqzz,0.31
abueloroldo,0.34
kiakiadavis1656,Null
maylethfonseca,0.16
ashtrayboymty,Null
marlu028,0.53
compitadaniel,0.38
seven_ej,0.32
alex_dimendez,0.32
anjammaz29215v,Null
pastorejalisa,Null
swaneyayana,0.37
edmcarlos_,0.13
evelerz,0.23
dany120609,0.3
alishacarney102,Null
adieubryana,0.07
danalexl,0.26
cafrealvolante,0.34
newbornbrenna,Null
endonio,0.36
askenazidavid,0.18
roberthm55,0.32
betts2934,0.4
tomikoheissat,Null
timothygutier13,0.35
jp_santillan,0.21
gerardcoen,0.27
ommartin,0.33
aldo_vich,0.17
ovhs91_92,0.28
gambeteromx,0.12
jektort,0.27
webreporte,0.26
whartonmario,Null
mckeithanmarnie,Null
raul_obando16,0.4
millieeddings,Null
baudoin_wenona,Null
jeromeguitton,0.3
eloymonter,0.26
mickyantrax,0.33
chrystalpascuc2,Null
lalorg_,0.26
adgonr,0.29
lrubiof,0.36
rittel_winnie,Null
alejandr04ss,0.45
javierrueda,0.28
maritereyesnav,0.46
zsuzsa2402,0.62
juliennemclaug6,Null
primeravistamid,0.48
schmausberenice,Null
loureybu2,0.43
yo_boss_,0.27
ofmicenmonsters,0.29
mahaendschke,Null
soyjavana,0.31
nerinamir,0.39
locutus57,0.44
annafrasier1686,Null
brittany_dragon,Null
afloresramirez,0.44
gabriel_peele,Null
kai_tianna97,0.31
ppglzr,0.25
daily_karry,Null
papelrevolucion,0.38
guerreroprime,0.28
joelgarciagar18,0.57
samuelsdonella,Null
gsosah,0.27
almahernandez72,0.51
kimkimmuniz373,Null
patobielma,0.24
elwandaparisot3,Null
tanakaotelia,Null
itzel_itzys,0.2
laelviraa,0.26
ctznofmars,0.19
ms_downtomars,0.19
divaauriazul,0.12
sabinaberman,0.33
sachakadian,Null
soca95,0.37
dh_76,0.38
lonewolfghost,0.3
geryhuesca,0.26
stites1988,Null
pacomnr,Null
sophievis,0.23
artmarius2,0.63
taliabonilla_,Null
seayrobbyn,Null
stebykyla,Null
jesusovv,0.53
shanellesokols2,Null
ivalmal,0.2
brunobettyann,Null
mizquiyahuala,0.8
hugodsdla,0.34
gilberthvillan1,0.34
yxudoigeh9,0.47
iraarenson,Null
alaynabaird2941,Null
jonnalindsay152,Null
alanmagibert,0.46
be_r2,0.22
ngelbr,Null
hatsuminonaka,0.31
chochos,0.41
steckchante,Null
ruidosurbanos,0.31
reyna64109996,0.51
lisaandrews2401,Null
aldoblacer,0.26
ojedas94,0.26
eduardotrelles,0.31
clubnecaxa,0.32
missjeansimport,0.4
schwenk_tammie,Null
charlasanchez52,0.33
adriane197,0.31
reyeslourdes,0.32
unomasmamon,0.28
akiremitre,0.24
subiastorres,0.27
abraham_stereo,0.1
aracontt,0.12
dianisretro,0.3
pamsiggy,0.33
krloswoolf,0.12
jabamexico,0.54
alexiavazquezmx,0.34
senador_virtual,0.31
nancidawes,Null
eriksenalishia,Null
analaurasgw,0.29
jasonpalomino12,Null
aguajito10,0.31
ale_hl76,0.3
sandra_ascani,Null
kaelahogan,0.27
arely83hg,0.35
berthamoore4141,Null
alegtz_p,0.31
tirzaduarte,0.54
putarriquena,0.21
raul_anguiano_,0.37
luzsantuario,0.44
epica_tragedia,0.37
benllyprice,0.28
lieselotterous1,Null
poulos_latrice,Null
jenny__quiroga,Null
meldacowley,Null
pettycordkarrie,0.32
dopeysvprstr,Null
rolandpaz,0.34
aino_mutku,0.29
osc92osc,0.33
angelia_mcgill,Null
_110102,0.24
rojinav,0.29
raymondeschmau1,Null
cassondralee112,Null
cruzli,0.32
15xaxo,0.34
enriqueariasj,0.43
tabacaleramx,0.43
mrgeekcharming,0.26
adriangonzaaaa,0.21
muskanjohal,0.24
vanewanee,Null
betatrixv,0.36
maryleefromson,Null
igrasgemma,Null
yochanfg,0.25
arenteriamedina,0.3
aracelyhardin24,Null
comitechamizal,0.35
mr_vivayolo,0.43
hpa1906,0.18
iris4ever4,0.28
oscargescorp,0.7485714285714287
marisanne__,0.14
pansy_hernandez,Null
s_margene,Null
franlunar,0.32
dianahoranstoff,0.37
adriannacosta12,Null
javi_serra1,0.36
elohelsa,0.14
gigimoncas,Null
bao_ochi,Null
nytsia_,0.09
nicomeza2011,0.37
shaow20061984,0.32
_torresvera_,0.36
azacapullo,0.3
adritey,0.25
antonioguerre,0.25
alreyesr,0.38
qrrtv,0.65
dabbasclarissa,Null
drgc11,0.33
wolfe_jeanie,Null
josjayme,0.36
romatown,0.34
lovrega,0.35
karen_castavel,0.35
carylpieraccin1,Null
rcfiscal,0.36
kaligraden,0.38
shelbaapolloni1,Null
chinotiger,0.22
el_viejopaulino,0.44876190476190475
elwanda_st,Null
anjuly_chavez,Null
penniebell1610,Null
candeochoaa,0.36
timikaperdomo,Null
mamarlen,0.4
georgianngrant4,Null
badgalmariana,0.24
witchyywomann,0.2
esajoshe,0.33
mattsroger,Null
ilamorrison9671,Null
luisbremer,0.37
enrique_mtzv,0.37
moons_erick,0.21
mendezguardado,0.36
akimoto1352,Null
denisemeadeg,0.23
writeroteliadal,Null
morelosleon,0.27
jemp1983,0.48
olakiguchi,Null
sal_mendieta,0.35
dansiecassandra,Null
janeeneisensch2,Null
bialikover,0.26
trabbucles,0.26
enelobservador,0.39
ordekhoms_peter,0.33
filiorocks,0.17
disanmx,0.37
azulmealejo,0.38
ericksanchezco1,0.3
hanchola_,0.14
mloyolaluis,0.3
gafi13,0.3
jeremass,0.4
omachristel83,Null
deedeepayne2099,Null
arriaga_breton,0.52
marykraven,0.26
lira_kika,0.41
sibley_terrell,Null
kaiv76,0.41
guelasio,0.3
thomasinebutter,Null
gwynethbrockhu3,Null
invensiblexsiem,0.44
reygomeztlsur,0.46
margaritafeliz2,0.27
lermobriana,Null
isabelp72726140,Null
marenroy2778,Null
adychato,0.29
lovelylupitaaaa,0.14
anuarlh,0.24
olerodi_,0.14
doriaberisko,Null
williamcasal222,Null
iamflyrock,0.25
vxflores,Null
rosarionena15,0.26
oficial_ame,0.32
luiss_ongay,Null
su_chan_21,0.28
mariooramas1,0.42
gnietoarreola,0.24
morehuelva,0.3
13amada,0.41
nitr0usmx,0.31
christy_startt,Null
valenzanoalona,Null
ritmobonobo,0.29
faeliria,0.16
diegolgdrms,0.21
ginagranb,0.26
vztiray,0.11
nuwuanda5,0.32
wanettasinger,Null
ursulacloe,Null
elenagarro,0.23
rubs_are,0.27
lorenasoc43,0.21
arturonio3,0.21
koselhue,Null
blake_tiera,Null
faire_emmy,Null
arie_selbach,Null
fkajonny,0.31
3r1ng,0.25
jcuevasm72,0.37
friendcarlota,Null
reyes_gutierr,0.42
stelli_carmel,Null
danypayzer,Null
valeriaberenic7,0.19
shinwilliams262,Null
catherncrook223,Null
batinoticias,0.49
katieeeh22,0.27
lei_kstelao,Null
christhianluna,0.28
janeouou,0.09
kinsey_carolyn,Null
isaacihr,0.24
ivansito87,0.22
malissa_struble,Null
chimoltrufiaa,0.35
leesaschonfruc2,Null
sumendel2322,Null
juanito2080,0.2
carolynnmoreno5,Null
lianedavies2212,Null
marlyncallahan3,Null
yayels,0.09
cobrax,0.2
mottram_luise,Null
charolettecapp3,Null
roxisgoandgo,0.43
rowenaobrien241,Null
herminia_nemeth,Null
diegoromher3,0.12
kbbf_radio,0.47
killer74837119,0.46
monomonky,0.34
jorge420__,0.28
jenniferclerfe2,Null
jose_broca,0.35
luis_rh1,0.39
saulrdgz19,0.2
betoal1976,0.29
sofiaaamr,Null
ruthannekraiger,Null
adrian_hades,0.36
carolinnanase,Null
armandare,0.1
pattiemonferini,Null
fernandonoel118,Null
hemphill_regina,Null
rastux,0.49
karen_smallddc,0.29
paulson_shonda,Null
patyhdza,0.42
shylabradley281,Null
allexarodriguez,0.31
reformanacional,0.39
reforma,0.52
svalenz,0.15
migdaliahoerch3,Null
27_11breendaa,0.14
too_coffee,0.34
nath_izambard,0.15
me_dicentris,0.2
petergzz2,0.32
ivanfabela7,0.22
vecinosvanzures,0.38
arqacornejo,0.22
rob_marchando,0.22
xcviiimoliz,0.11
jimnez_lau,0.36
cybertroncentro,0.29
laurivme,0.34
kelseyyoncee,0.45
fedder2309,0.1
redfield50,0.22
alfredo1920,0.48
carloshdezh,0.5
mondragonyomali,0.2
juanzepeda_,0.33
eduardo_ll13,0.4
will721225,0.33
tristanjairo,0.47
isupermansito,0.47
kaseyjeanpaul,Null
piper_ram,Null
rodolfo41959,0.3
sammoraross,0.32
franciscopayan4,0.26
nelsonandrestam,0.39
princesleah_a,0.19
vmartinz71,0.25
nemesisdivina01,0.19
erosrafh,0.43
victormoran86,0.2
lurafann,Null
fuenteconfiabl,0.29
geektrainee,0.24
fernandeznorona,0.3
cnnee,0.35
soyfdelrincon,0.47
yvonnnnaaa,0.33
gerardodiaz_h,0.36
nayabrijena,0.31
guapopilot007,0.31
fuegoblanco68,0.14
roy_genie,Null
riafowler1422,Null
rolandocortes,0.43
desslia82,0.29
bykaru,0.16
hernanarista,0.22
presidenciamx,0.24
bekyrs,0.47
rulyros,0.66
tonishapage,Null
oplnoticias,0.42
trtldk,0.21
jgon_calves,0.37
reforma2006,0.48
licjosemocampo,0.34
doloresulloa,0.29
yulisakaret,0.28
belzakien,0.21
gatobscuro,0.27
peters_trojan,Null
sergiomzleon,0.17
lupitarcos,0.3
recddie,0.43
laurelrulo69,Null
quinneyava,Null
villaloboss_m,Null
revueltasmanuel,0.27
cdjlvv,0.28
juanbriseog3,0.43
nepuamuseno,0.37
coronajulio,0.13
gopa7805,0.36
juan_jhl,0.69
rominamasallach,0.55
apexbrasil,0.44
imagenagro,0.36
miyokodiaz19971,Null
rafaelf19674338,0.51
cesc_cgonzalez,0.1
angelhdzg,0.47
fmc24__,0.25
monti_64,0.21
macaco2420,0.41
infolliteras,0.35
comunidad_exc,0.37
unatalpamm,0.36
rubenvamos,0.37
aldocondea,0.29
herrerakarla29,0.12
dianacorpus3,0.36
micho_champ,0.18
alets_m,0.29
mynii,0.24
marthasmejias,0.23
___sxfia,Null
hellfuckingula,0.46
merarygrey,0.27
anaanacitlalli,0.27
malditawarrior,0.36
luisamahu,0.56
jorge_ramirez_s,0.3
granalburero,0.25
communistkxtten,Null
quelesdenforte,0.3
luisunamrebel,0.4
mendivilcrystal,0.36
miriamscully119,0.35
asaelcordova,0.34
_rodolfovalpri,0.34
hinatakonan,0.27
bravoivann,0.31
bob_dre,0.24
chidonepapaliux,0.17
kikesma,0.62
edgargarcam,0.42
jetbt,0.13
julioperezbpc,0.31
emm_dj,0.18
alex_elleon10,Null
mayelahdez,0.38
ma_olveramaciel,0.32
gerax18,0.34
mafherht,0.14
zoortekhdz,0.37
unonoticias,0.45
agusrocko,0.25
jorgelspmty,0.34
shinjjho,0.33
sandysumundo,0.32
wtfvcc,0.19
spinettape,0.62
marinelamx,0.45
x_xjeffx_x,Null
aryamidala,0.28
imbofido,0.21
pacorisf,0.4
merockmiro,0.22
oscarl,0.33
mariareyesfox,0.38
batsaid,0.33
missgabby_j,0.19
petrinob,0.37
zaraprincesa,0.19
lorito290379,0.41
vcbliki,0.37
cindyrevolucion,0.62
enriquebaezm,0.28
luciarivadeneyr,0.31
misaeltopillo,0.27
omarzz_z,0.44
pattyricia77,0.39
concamin,0.35
ateneausher,0.48
hecveral,0.24
olivernavarro17,0.56
votanteenojado,0.32
_evaax0,Null
uriel_delaso,0.23
hermografia,0.36
guroscuro,0.32
erick_silveyra,0.13
softbeom,0.41
englishgolin,0.31
alfredo2991,0.39
rodrigorivasu,0.27
juditguerrerol,0.35
monicasotoe,0.28
vicky_felher,0.47
rvidalc76,0.32
malvarezvargas,0.38
aniuxas7,0.27
claudia_marriol,0.31
jcblancoc4,0.32
rafael_lulet,0.43
johnedward024,0.23
11siti,Null
m03kk5,0.49
napoleon_mex,0.59
rodisland_69,0.5
kainoaxx,Null
betortitamota,0.3
br0ken_wlngs,0.18
waia21,0.25
veroramran,0.29
el_chak,0.22
luis_javier_bs,Null
monabothelo,0.32
uniondemorelos,0.39
gercogh,0.26
wendy_turtle,0.33
kolia25,0.43
palhomo,0.25
laluiara,0.36
letybarajas1,0.38
lesliee__m,0.13
kiiljackson,Null
mgrismedia,0.35
broker_dtalento,Null
merca20,0.49
christiantorre,0.19
grupoazulreflex,0.48
mayara_fgr,0.22
cosasdepatos,0.07
barvip90,0.17
norbelgarcia,0.31
profeco,0.3
alan_tell,0.22
jessrold03,0.17
isabel_rojass,0.39
fenomeno__17,Null
loredesigner,0.57
kariinavzgr,0.38
austingarcia,0.25
paugred,0.42
dameveinte,0.19
chivismini,0.22
skazydavid,0.28
informador_jal,0.28
marcrizt,0.13
memescoahuila,0.39
meli_yobitch,0.16
yaestabadedios,0.27
rottguailer,Null
fredyregio,0.21
uriel_gt,0.33
siqueretaro,0.5
ca_jonguitud,Null
alan_chiva,0.3
lolo2203,0.39
maecotol,0.37
lobillo_feroz,0.26
nadgarcia20,0.33
marchfelix,0.14
mafreganda,0.29
kuinikle,0.22
reyes_ins,0.54
amandaruizmz,0.29
gotsevenrise,Null
marimaldonado3,0.32
jefepanda,0.15
erickandrademtz,0.26
patatito,0.21
morenocamila31,0.3
puma184,0.48
paredesmejia1,0.48
rafalicemore,0.15
gregsalgado,0.28
kikodelach,0.31
alegomezmx,0.24
hugoemerson,0.35
ankelindiaz,0.22
ojocafe33,0.35
bnorzaga,0.28
virgotuan,Null
kevynhanson,0.24
rosa9501,0.46
veneminskca,0.56
malacosa81,0.32
chefozaragoza,0.29
jerrxg13,0.34
ivalle20,0.42
buenaventura24,0.25
tresmonossabios,0.56
prd_aldfmx,0.31
mosko_saa,0.39
radiowera,0.31
wradiomexico,0.47
edelmiro_gomez,0.18
braucruze,0.06
leomarkarov,0.29
diguemno,0.3
alejo_mgt,0.39
anzuza,0.42
caarlos_soosa,0.08
swich2017,0.54
costilla,0.46
angel_c_ocejo,0.55
vrubix,0.32
_iggsterrr,0.25
nornilandia,0.53
cabrera_julioc,0.38
deibyjulianramo,0.17
yonfen,0.16
jeujavier,0.25
bria_naaa,0.32
arguilez,0.26
uszelpoe,0.39
lordpenetreitor,0.26
jovasg,0.37
ymieryteran,0.54
fvckogshiad,0.45
beaglesyeah,0.31
abogadocortes,0.45
satmx,0.38
desautomatas,0.19
jhtavera,0.34
panjaloficial,0.32
arirage,0.39
ssaludchih,0.4
ezepedan,0.24
arlettefarina,0.34
reyesmireya,0.3
jlaz_13,0.07
franciscoriva14,0.28
ldgferkos,0.34
ragde96,Null
vek2000jose,0.44
omarmaldonadoc,0.2
andreag61987264,0.53
yooo_selin,0.23
carrasco_yasmin,0.12
elrooesporrocio,0.17
escofetalbert,0.33
free2017cdmx,0.57
stephania_98tm,0.39
donalexramirez,0.13
hi_g_h,0.21
viri_md,0.26
gloriagarzaiba,0.28
maiklaguna,0.52
novedadesaca,0.3
noah185fnoah,0.36
iomera,0.26
erikayuli,0.49
spitcreekranch,0.53
ramirezclaudia_,0.26
fpgusanito,0.2
argelouski,0.19
bgalva_bgalva,0.19
lilianaloaeza,0.18
bonoman_,0.28
shortie_g_,0.2
vegdelanoche,0.19
aleximenez,0.36
yak3001,0.46
monica_campbell,0.32
huishte,0.36
rochan41,0.47
evodiovelazquez,0.39
cadarodna,0.3
choihyojngs,Null
worldwidefiend,0.18
javbeltran2011,0.21
queseryto,0.3
frenagasolinazo,0.35
ulises_jo,0.39
cynthia2814,0.14
mezarjose,0.35
oneangryhippie_,Null
joslacosta,0.44
diana_zero,0.19
gerblavin,0.26
mechasvolador,0.23
lacronica_dep,0.29
elimparcial_dep,0.45
pst_jose,0.52
_pequeee,0.25
fronterasandieg,0.51
lisansar,0.43
luz_educativa46,0.33
frexmar,0.3
fronteraensenad,0.6
oserrano97,0.14
lacronicacom,0.37
charlysanis,0.37
epiro6,0.33
eliseojaneiro,0.25
mrlovboy,0.27
chekomxn,0.27
brinquiitos,0.25
macgmx_,0.3
rodrigohdzmtz,0.44
ejaviergwong,0.38
marianitamagma,0.38
abraham541014,0.38
lupitacriollo,0.09
alexczsmx,0.34
woofpackmx,0.41
vjardon,0.39
adibahdez,0.23
dlstricthomme,0.45
eosorioarmenta,0.42
palmixers,0.34
ecthorek,0.22
negociosimagen,0.36
gonza_209,0.19
el_campos,0.23
jubilados,0.25
eduardo_gomez_9,Null
foro_tv,0.34
totoherg,0.36
promehernandez,0.27
aleneromx,0.27
kaisergio23,0.34
silva_bekor,0.3
profenl,0.37
gpalomo6,0.45
chrnglz,0.28
yenetry,0.33
robertosepulve1,0.34
mars_tbk,0.31
youngelmer,Null
gromit___,0.25
margaretsbelly,0.35
tereborjas,0.15
davaosa,0.36
jaqeeliine2914,0.38
yoltzin510_,0.25
pamenrodrigrez,0.55
jeglemqz,0.14
macarencomorey1,0.22
jhuniarc,0.23
miguelon90,0.24
rcrsamuel,0.18
giselabuar,0.38
tribunasl,0.52
aar_mena,0.36
lajornada,0.32
don_chivo,0.32
luisvera1260,0.45
rquevedod,Null
hectorcarreonp,0.42
danielvazquezg1,0.32
withoutbowie,Null
kiyoshiyukikor,0.39
snzngkoala,0.21
erickbecerra1,0.33
eloisa_cortez,0.48
untalvillafana,0.21
armandolcampa,0.42
mujeresenavance,0.63
hugobarcelona81,0.22
lorenzookie,Null
tagdra,0.27
maarx_,0.26
qfaroxx,Null
klev379,0.25
blanca_estela16,0.13
victorparedez4,0.41
sammdelangel,0.08
netovallecillos,0.26
tererereyo,0.25
reziztek2018,0.45
lavozfrontera,0.43
elprofe_cito,0.28
karenlona1,0.26
chala28s,0.38
jonsserocampo,0.41
charlyheaven,0.31
gualasmm,0.29
chinguizmendez,0.36
mariah_mv,0.33
bravus1253,0.32
diario24horas,0.4
ingfabiaro13,0.2
leslieh7681,0.43
alo_bety,0.29
joseduart4,0.32
gusph,0.38
b4n_n3d,0.29
zeonbell81,0.15
lic_padilla,0.5
puntodecontacto,0.42
newsstand_,0.64
vichsodi,0.31
aztlhan,0.24
coacalconoticia,0.45
cgna2000,Null
rodrgmartn,0.46
ferreeyess,0.48
_travesia,0.58
anayelivg84,0.27
pappypipedreams,Null
izcalli_mania,0.22
laadictaositaa,0.24
bambam_ags,0.14
vasojaibolero,0.27
jorge8ag,0.17
aaron_riverz,0.33
canyouhearmetom,0.32
dalvaradomx,0.18
lilapoodle,0.36
mariarosabasal,0.38
1_sarcastico,0.34
gloelina,0.16
angelboligan,0.44
univ_opinion,0.29
segob_mx,0.48
conago_oficial,0.48
minutochiapas,0.64
saskianino,0.47
lllhhhwww,0.4
charymarin,0.3
itsdjsosa,0.12
pedrodquia,0.18
tonatiuh_ti,0.43
lovestoryou,0.45
dorothylerchh,0.37
dedrafriesz1991,0.395
lunadfrida,0.37
daflosi81,0.38
lasnoticiasobr,0.45
esiule,0.37
uruapan,0.49
iamartz12,0.25
astrolabioslp,0.53
doghouse1969,0.29
nikopanadero,0.29
psicgabycantu,Null
san__pedro,0.44
luigiarrmor,0.28
gobiernogto,0.34
jralpmx,0.15
tanyao_o,Null
tsumi_tenshioh2,0.22
ferrichvaz,0.16
neomexican43,0.33
diariapregunta,0.6
mandyta86,0.29
gerasu2,0.55
chavador71,0.17
tonomusical,0.41
amartinezalex5,0.37
aremonserrath,0.17
fmazin,0.32
jenni11r,0.37
adamque,0.45
dchantes,0.16
ydequetequejas,0.41
gilbertovaladez,0.24
gabrielbast,0.24
yosisoysam,0.14
sapisimog,0.41
syntek3,0.33
yoxjavier,0.3
temistokles666,0.3
_jmigue,0.42
ariz35ariz,0.29
deportessopitas,Null
alejandraperz5,0.3
elizacatlan,0.24
primera_plus,0.52
greglittleshit,0.6
lolaameraz,0.43
gomez_diesel,0.43
elenalive1,0.43
ramiro_epic,0.3
karitorres_7,0.13
marbau78,0.39
jesusmartinmx,0.24
gorditaflex,0.32
leongato,0.29
ariana_galivany,Null
